,Academic Year,Full-time,Level of study,Institution,Program Length,Sex,Students
1593,2019,True,Sub-degree,The Hong Kong Polytechnic University,2,Female,196
1594,2019,True,Sub-degree,The Hong Kong Polytechnic University,2,Male,431
1595,2019,True,Taught postgraduate,The Hong Kong Polytechnic University,2,Female,10
1596,2019,True,Taught postgraduate,The Hong Kong Polytechnic University,2,Male,5
1597,2019,True,Undergraduate,The Hong Kong Polytechnic University,1,Female,1484
1598,2019,True,Undergraduate,The Hong Kong Polytechnic University,1,Male,1415
1599,2019,True,Undergraduate,The Hong Kong Polytechnic University,2,Female,1309
1600,2019,True,Undergraduate,The Hong Kong Polytechnic University,2,Male,1247
1601,2019,True,Undergraduate,The Hong Kong Polytechnic University,3,Female,2189
1602,2019,True,Undergraduate,The Hong Kong Polytechnic University,3,Male,2169
1603,2019,True,Undergraduate,The Hong Kong Polytechnic University,4,Female,2354
1604,2019,True,Undergraduate,The Hong Kong Polytechnic University,4,Male,2286
1605,2019,True,Undergraduate,The Hong Kong Polytechnic University,5,Female,216
1606,2019,True,Undergraduate,The Hong Kong Polytechnic University,5,Male,94
1607,2019,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Female,425
1608,2019,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Male,977
1609,2019,True,Undergraduate,The Hong Kong University of Science and Technology,1,Female,1018
1610,2019,True,Undergraduate,The Hong Kong University of Science and Technology,1,Male,1452
1611,2019,True,Undergraduate,The Hong Kong University of Science and Technology,2,Female,1037
1612,2019,True,Undergraduate,The Hong Kong University of Science and Technology,2,Male,1420
1613,2019,True,Undergraduate,The Hong Kong University of Science and Technology,3,Female,952
1614,2019,True,Undergraduate,The Hong Kong University of Science and Technology,3,Male,1417
1615,2019,True,Undergraduate,The Hong Kong University of Science and Technology,4,Female,952
1616,2019,True,Undergraduate,The Hong Kong University of Science and Technology,4,Male,1555
1617,2019,True,Research postgraduate,The University of Hong Kong,Postgrad,Female,1016
1618,2019,True,Research postgraduate,The University of Hong Kong,Postgrad,Male,1074
1619,2019,True,Taught postgraduate,The University of Hong Kong,1,Female,234
1620,2019,True,Taught postgraduate,The University of Hong Kong,1,Male,142
1621,2019,True,Taught postgraduate,The University of Hong Kong,2,Female,58
1622,2019,True,Taught postgraduate,The University of Hong Kong,2,Male,54
1623,2019,False,Taught postgraduate,The University of Hong Kong,1,Female,114
1624,2019,False,Taught postgraduate,The University of Hong Kong,1,Male,56
1625,2019,False,Taught postgraduate,The University of Hong Kong,2,Female,103
1626,2019,False,Taught postgraduate,The University of Hong Kong,2,Male,62
1627,2019,True,Undergraduate,The University of Hong Kong,1,Female,2083
1628,2019,True,Undergraduate,The University of Hong Kong,1,Male,1691
1629,2019,True,Undergraduate,The University of Hong Kong,2,Female,1980
1630,2019,True,Undergraduate,The University of Hong Kong,2,Male,1682
1631,2019,True,Undergraduate,The University of Hong Kong,3,Female,2118
1632,2019,True,Undergraduate,The University of Hong Kong,3,Male,1820
1633,2019,True,Undergraduate,The University of Hong Kong,4,Female,2223
1634,2019,True,Undergraduate,The University of Hong Kong,4,Male,2118
1635,2019,True,Undergraduate,The University of Hong Kong,5,Female,419
1636,2019,True,Undergraduate,The University of Hong Kong,5,Male,249
1637,2019,True,Undergraduate,The University of Hong Kong,6,Female,151
1638,2019,True,Undergraduate,The University of Hong Kong,6,Male,132
